,0,1,2,3
672,1426_31.mat,70.0,20.0,486
673,1428_17.mat,130.0,-20.0,596
674,1428_21.mat,80.0,-40.0,499
675,1428_28.mat,-90.0,20.0,182
676,1428_34.mat,-180.0,30.0,12
677,142_2.mat,-100.0,10.0,162
678,1430_22.mat,-90.0,-40.0,176
679,1430_26.mat,90.0,-10.0,521
680,1431_27.mat,100.0,-60.0,535
681,1435_35.mat,-70.0,-80.0,210
682,143_11.mat,-40.0,70.0,282
683,143_13.mat,-20.0,50.0,318
684,1440_15.mat,120.0,-20.0,577
685,1440_16.mat,40.0,0.0,427
686,1440_18.mat,-100.0,-40.0,157
687,1440_20.mat,-140.0,-0.0,85
688,1440_24.mat,-130.0,-40.0,100
689,1440_30.mat,70.0,-40.0,480
690,1440_32.mat,-160.0,50.0,52
691,1440_36.mat,150.0,-80.0,628
692,1440_40.mat,100.0,0.0,541
693,1443_37.mat,-90.0,-60.0,174
694,1443_39.mat,-50.0,60.0,262
695,1444_19.mat,160.0,-40.0,651
696,1444_38.mat,100.0,-60.0,535
697,1445_17.mat,80.0,10.0,504
698,1449_21.mat,120.0,70.0,586
699,1449_23.mat,-140.0,-40.0,81
700,144_12.mat,-90.0,-70.0,173
701,144_16.mat,-160.0,-10.0,46
702,144_18.mat,20.0,10.0,390
703,144_2.mat,-110.0,30.0,145
704,144_24.mat,90.0,60.0,528
705,144_3.mat,60.0,-40.0,461
706,144_36.mat,-40.0,-50.0,270
707,144_4.mat,-100.0,-70.0,154
708,144_6.mat,-30.0,-40.0,290
709,144_8.mat,-70.0,50.0,223
710,144_9.mat,40.0,-20.0,425
711,1450_25.mat,60.0,60.0,471
712,1450_29.mat,10.0,10.0,371
713,1452_22.mat,120.0,-60.0,573
714,1452_33.mat,-130.0,70.0,111
715,1455_15.mat,-10.0,40.0,336
716,1456_16.mat,-110.0,20.0,144
717,1456_26.mat,-110.0,-40.0,138
718,1456_28.mat,-110.0,30.0,145
719,1457_31.mat,-80.0,-60.0,193
720,1458_18.mat,40.0,-70.0,420
721,1458_27.mat,-100.0,10.0,162
722,145_29.mat,90.0,50.0,527
723,145_5.mat,50.0,0.0,446
724,1460_20.mat,-170.0,60.0,34
725,1462_17.mat,-90.0,-30.0,177
726,1462_34.mat,-140.0,-0.0,85
727,1463_19.mat,90.0,-20.0,520
728,1464_24.mat,-40.0,50.0,280
729,146_2.mat,120.0,30.0,582
730,1470_15.mat,-70.0,-50.0,213
731,1470_21.mat,-180.0,30.0,12
732,1470_30.mat,160.0,30.0,658
733,1470_35.mat,40.0,-70.0,420
734,1472_16.mat,-80.0,20.0,201
735,1472_23.mat,-140.0,-20.0,83
736,1472_32.mat,-20.0,-60.0,307
737,1474_22.mat,90.0,60.0,528
738,1475_25.mat,-60.0,-50.0,232
739,1476_18.mat,-50.0,0.0,256
740,1476_36.mat,-150.0,40.0,70
741,1479_17.mat,80.0,-20.0,501
742,1479_29.mat,-100.0,10.0,162
743,147_21.mat,-180.0,50.0,14
744,147_3.mat,170.0,0.0,674
745,147_7.mat,-110.0,-40.0,138
746,1480_20.mat,40.0,40.0,431
747,1480_37.mat,-90.0,-80.0,172
748,1480_40.mat,100.0,30.0,544
749,1482_19.mat,120.0,20.0,581
750,1482_26.mat,-130.0,-70.0,97
751,1482_38.mat,-140.0,-50.0,80
752,1482_39.mat,80.0,20.0,505
753,1484_28.mat,10.0,60.0,376
754,1485_15.mat,-110.0,-80.0,134
755,1485_27.mat,100.0,-0.0,541
756,1485_33.mat,100.0,50.0,546
757,1488_16.mat,40.0,80.0,435
758,1488_24.mat,50.0,50.0,451
759,1488_31.mat,70.0,-20.0,482
760,148_2.mat,-120.0,50.0,128
761,148_37.mat,110.0,-90.0,551
762,148_4.mat,40.0,30.0,430
763,1491_21.mat,120.0,-60.0,573
764,1494_18.mat,-100.0,-30.0,158
765,1495_23.mat,110.0,20.0,562
766,1496_17.mat,50.0,-70.0,439
767,1496_22.mat,-90.0,-60.0,174
768,1496_34.mat,150.0,20.0,638
769,14_1.mat,90.0,70.0,529
770,14_14.mat,130.0,-20.0,596
771,14_2.mat,-100.0,-50.0,156
772,14_7.mat,40.0,20.0,429
773,1500_15.mat,-20.0,60.0,319
774,1500_20.mat,-120.0,-10.0,122
775,1500_25.mat,-100.0,-70.0,154
776,1500_30.mat,-100.0,-60.0,155
777,1501_19.mat,160.0,-40.0,651
778,1504_16.mat,-20.0,70.0,320
779,1504_32.mat,120.0,40.0,583
780,1505_35.mat,150.0,-40.0,632
781,1508_26.mat,120.0,-50.0,574
782,1508_29.mat,10.0,-50.0,365
783,150_10.mat,110.0,-40.0,556
784,150_15.mat,-100.0,40.0,165
785,150_2.mat,130.0,0.0,598
786,150_25.mat,60.0,-10.0,464
787,150_3.mat,-160.0,-60.0,41
788,150_30.mat,0.0,-80.0,343
789,150_5.mat,40.0,-40.0,423
790,150_6.mat,170.0,40.0,678
791,1512_18.mat,-30.0,-80.0,286
792,1512_21.mat,120.0,-30.0,576
793,1512_24.mat,-80.0,-30.0,196
794,1512_27.mat,-120.0,30.0,126
795,1512_28.mat,80.0,40.0,507
796,1512_36.mat,-0.0,-80.0,343
797,1513_17.mat,-130.0,10.0,105
798,1517_37.mat,100.0,50.0,546
799,1518_22.mat,-90.0,-60.0,174
800,1518_23.mat,80.0,20.0,505
801,1518_33.mat,-120.0,-60.0,117
802,1519_31.mat,70.0,0.0,484
803,1520_16.mat,120.0,-70.0,572
804,1520_19.mat,120.0,-10.0,578
805,1520_20.mat,-90.0,-60.0,174
806,1520_38.mat,40.0,-30.0,424
807,1520_40.mat,-100.0,0.0,161
808,1521_39.mat,110.0,-0.0,560
809,1525_25.mat,-30.0,40.0,298
810,152_19.mat,160.0,-50.0,650
811,152_2.mat,110.0,40.0,564
812,152_38.mat,60.0,80.0,473
813,152_4.mat,-0.0,-80.0,343
814,152_8.mat,-10.0,-40.0,328
815,1530_17.mat,90.0,-50.0,517
816,1530_18.mat,130.0,-80.0,590
817,1530_30.mat,80.0,20.0,505
818,1530_34.mat,150.0,-40.0,632
819,1533_21.mat,130.0,-40.0,594
820,1534_26.mat,-100.0,-20.0,159
821,1536_16.mat,20.0,30.0,392
822,1536_24.mat,-90.0,40.0,184
823,1536_32.mat,170.0,0.0,674
824,1537_29.mat,-60.0,40.0,241
825,1539_19.mat,130.0,0.0,598
826,1539_27.mat,-110.0,-30.0,139
827,153_17.mat,-100.0,30.0,164
828,153_3.mat,170.0,-40.0,670
829,153_9.mat,-40.0,40.0,279
830,1540_20.mat,-60.0,-80.0,229
831,1540_22.mat,-40.0,-10.0,274
832,1540_28.mat,110.0,60.0,566
833,1540_35.mat,140.0,40.0,621
834,1541_23.mat,130.0,-40.0,594
835,1547_17.mat,-160.0,20.0,49
836,1548_18.mat,-60.0,-30.0,234
837,1548_36.mat,170.0,0.0,674
838,154_11.mat,70.0,10.0,485
839,154_14.mat,-140.0,30.0,88
840,154_2.mat,100.0,0.0,541
841,154_22.mat,-80.0,0.0,199
842,154_7.mat,100.0,10.0,542
843,1550_25.mat,-80.0,-40.0,195
844,1550_31.mat,60.0,0.0,465
845,1551_33.mat,120.0,70.0,586
846,1552_16.mat,-80.0,-10.0,198
847,1554_21.mat,120.0,-60.0,573
848,1554_37.mat,-110.0,-0.0,142
849,1558_19.mat,110.0,-30.0,557
850,1558_38.mat,-10.0,60.0,338
851,155_31.mat,60.0,30.0,468
852,155_5.mat,40.0,-30.0,424
853,1560_20.mat,-170.0,50.0,33
854,1560_24.mat,40.0,30.0,430
855,1560_26.mat,-120.0,-40.0,119
856,1560_30.mat,70.0,-40.0,480
857,1560_39.mat,-80.0,40.0,203
858,1560_40.mat,-100.0,30.0,164
859,1562_22.mat,-120.0,40.0,127
860,1564_17.mat,110.0,-40.0,556
861,1564_23.mat,-100.0,10.0,162
862,1564_34.mat,50.0,60.0,452
863,1566_18.mat,-60.0,-30.0,234
864,1566_27.mat,90.0,20.0,524
865,1566_29.mat,110.0,-50.0,555
866,1568_16.mat,-10.0,-60.0,326
867,1568_28.mat,-100.0,30.0,164
868,1568_32.mat,-160.0,60.0,53
869,156_12.mat,-130.0,30.0,107
870,156_13.mat,-110.0,0.0,142
871,156_2.mat,-130.0,60.0,110
872,156_26.mat,160.0,40.0,659
873,156_3.mat,150.0,-10.0,635
874,156_39.mat,-130.0,-60.0,98
875,156_4.mat,60.0,40.0,469
876,156_6.mat,-50.0,-20.0,254
877,1575_21.mat,130.0,60.0,604
878,1575_25.mat,50.0,60.0,452
879,1575_35.mat,-30.0,50.0,299
880,1577_19.mat,100.0,20.0,543
881,1580_20.mat,-60.0,-40.0,233
882,1581_17.mat,-170.0,-70.0,21
883,1581_31.mat,90.0,-60.0,516
884,1584_16.mat,-110.0,-70.0,135
885,1584_18.mat,110.0,-0.0,560
886,1584_22.mat,80.0,70.0,510
887,1584_24.mat,80.0,60.0,509
888,1584_33.mat,-90.0,-10.0,179
889,1584_36.mat,100.0,-70.0,534
890,1586_26.mat,-150.0,-0.0,66
891,1587_23.mat,-140.0,-10.0,84
892,158_2.mat,-110.0,-70.0,135
893,1590_30.mat,-0.0,-60.0,345
894,1591_37.mat,120.0,60.0,585
895,1593_27.mat,170.0,-10.0,673
896,1595_29.mat,-100.0,40.0,165
897,1596_19.mat,-140.0,-30.0,82
898,1596_21.mat,170.0,-10.0,673
899,1596_28.mat,70.0,70.0,491
900,1596_38.mat,-140.0,-20.0,83
901,1598_17.mat,-100.0,-30.0,158
902,1598_34.mat,150.0,50.0,641
903,1599_39.mat,130.0,80.0,606
904,159_3.mat,130.0,40.0,602
905,15_1.mat,60.0,-50.0,460
906,15_15.mat,110.0,30.0,563
907,15_3.mat,0.0,60.0,357
908,15_5.mat,-70.0,-40.0,214
909,1600_16.mat,-100.0,-10.0,160
910,1600_20.mat,-30.0,-20.0,292
911,1600_25.mat,80.0,-60.0,497
912,1600_32.mat,-170.0,80.0,36
913,1600_40.mat,80.0,-40.0,499
914,1602_18.mat,40.0,40.0,431
915,1606_22.mat,100.0,-50.0,536
916,1608_24.mat,30.0,-0.0,408
917,160_10.mat,-100.0,-50.0,156
918,160_16.mat,40.0,50.0,432
919,160_2.mat,-100.0,-50.0,156
920,160_20.mat,-130.0,-20.0,102
921,160_32.mat,-130.0,50.0,109
922,160_4.mat,-180.0,-60.0,3
923,160_40.mat,-100.0,-30.0,158
924,160_5.mat,-110.0,20.0,144
925,160_8.mat,-70.0,-20.0,216
926,1610_23.mat,90.0,30.0,525
927,1610_35.mat,-40.0,-60.0,269
928,1612_26.mat,100.0,-40.0,537
929,1612_31.mat,70.0,-10.0,483
930,1615_17.mat,100.0,30.0,544
931,1615_19.mat,170.0,-40.0,670
932,1617_21.mat,-10.0,60.0,338
933,1617_33.mat,0.0,-10.0,350
934,161_23.mat,-160.0,20.0,49
935,161_7.mat,10.0,-60.0,364
936,1620_18.mat,-50.0,-60.0,250
937,1620_20.mat,-80.0,-50.0,194
938,1620_27.mat,-80.0,-40.0,195
939,1620_30.mat,-0.0,-60.0,345
940,1620_36.mat,140.0,40.0,621
941,1624_28.mat,-90.0,80.0,188
942,1624_29.mat,-90.0,-20.0,178
943,1625_25.mat,80.0,20.0,505
944,1628_22.mat,-40.0,-30.0,272
945,1628_37.mat,140.0,-40.0,613
946,162_18.mat,0.0,40.0,355
947,162_2.mat,-100.0,30.0,164
948,162_27.mat,90.0,-30.0,519
949,162_3.mat,-130.0,20.0,106
950,162_6.mat,160.0,-40.0,651
951,162_9.mat,80.0,-30.0,500
952,1632_17.mat,-110.0,-30.0,139
953,1632_24.mat,-140.0,-60.0,79
954,1632_32.mat,-50.0,70.0,263
955,1632_34.mat,-160.0,80.0,55
956,1633_23.mat,140.0,-10.0,616
957,1634_19.mat,-100.0,0.0,161
958,1634_38.mat,-160.0,20.0,49
959,1638_18.mat,-30.0,-50.0,289
960,1638_21.mat,120.0,-50.0,574
961,1638_26.mat,100.0,-40.0,537
962,1638_39.mat,-80.0,50.0,204
963,1640_20.mat,80.0,-60.0,497
964,1640_40.mat,-90.0,20.0,182
965,1643_31.mat,80.0,-40.0,499
966,1645_35.mat,160.0,20.0,657
967,1647_27.mat,-100.0,-40.0,157
968,1649_17.mat,100.0,-10.0,540
969,164_2.mat,90.0,-10.0,521
970,164_4.mat,50.0,-50.0,441
971,1650_22.mat,-70.0,-60.0,212
972,1650_25.mat,-60.0,-20.0,235
973,1650_30.mat,90.0,-50.0,517
974,1650_33.mat,-80.0,10.0,200
975,1652_28.mat,120.0,-60.0,573
976,1653_19.mat,70.0,-30.0,481
977,1653_29.mat,-40.0,-30.0,272
978,1656_18.mat,-100.0,40.0,165
979,1656_23.mat,0.0,-40.0,347
980,1656_24.mat,-170.0,80.0,36
981,1656_36.mat,-180.0,20.0,11
982,1659_21.mat,170.0,70.0,681
983,165_11.mat,40.0,60.0,433
984,165_15.mat,60.0,30.0,468
985,165_3.mat,100.0,-60.0,535
986,165_33.mat,-30.0,-0.0,294
987,165_5.mat,110.0,10.0,561
988,1660_20.mat,-100.0,10.0,162
989,1664_26.mat,-130.0,-40.0,100
990,1664_32.mat,-150.0,20.0,68
991,1665_37.mat,-100.0,40.0,165
992,1666_17.mat,-100.0,-50.0,156
993,1666_34.mat,-30.0,50.0,299
994,166_2.mat,-120.0,60.0,129
995,1672_19.mat,-140.0,-50.0,80
996,1672_22.mat,60.0,-50.0,460
997,1672_38.mat,130.0,-40.0,594
998,1674_18.mat,-40.0,-80.0,267
999,1674_27.mat,100.0,0.0,541
1000,1674_31.mat,-60.0,-80.0,229
1001,1675_25.mat,-60.0,20.0,239
1002,1677_39.mat,-80.0,-80.0,191
1003,1679_23.mat,-120.0,0.0,123
1004,1680_20.mat,-20.0,-50.0,308
1005,1680_21.mat,90.0,-40.0,518
1006,1680_24.mat,-60.0,0.0,237
1007,1680_28.mat,60.0,-40.0,461
1008,1680_30.mat,-120.0,60.0,129
1009,1680_35.mat,-60.0,80.0,245
1010,1680_40.mat,-120.0,-60.0,117
1011,1682_29.mat,-20.0,-40.0,309
1012,1683_17.mat,100.0,0.0,541
1013,1683_33.mat,30.0,50.0,413
1014,168_12.mat,80.0,-10.0,502
1015,168_14.mat,120.0,-60.0,573
1016,168_2.mat,100.0,60.0,547
1017,168_21.mat,-160.0,-40.0,43
1018,168_24.mat,-120.0,40.0,127
1019,168_28.mat,-10.0,10.0,333
1020,168_3.mat,-180.0,-10.0,8
1021,168_4.mat,-10.0,40.0,336
1022,168_6.mat,-60.0,-50.0,232
1023,168_7.mat,-20.0,-40.0,309
1024,168_8.mat,-70.0,20.0,220
1025,1690_26.mat,-140.0,-60.0,79
1026,1691_19.mat,20.0,-50.0,384
1027,1692_18.mat,-100.0,20.0,163
1028,1692_36.mat,-50.0,60.0,262
1029,1694_22.mat,100.0,-60.0,535
1030,1696_32.mat,-60.0,50.0,242
1031,169_13.mat,-40.0,-20.0,273
1032,16_1.mat,-100.0,40.0,165
1033,16_16.mat,-40.0,50.0,280
1034,16_2.mat,-100.0,20.0,163
1035,16_4.mat,170.0,-40.0,670
1036,16_8.mat,-30.0,-20.0,292
1037,1700_17.mat,-80.0,80.0,207
1038,1700_20.mat,90.0,-60.0,516
1039,1700_25.mat,0.0,30.0,354
1040,1700_34.mat,160.0,-40.0,651
1041,1701_21.mat,-120.0,70.0,130
1042,1701_27.mat,-110.0,10.0,143
1043,1702_23.mat,170.0,-20.0,672
1044,1702_37.mat,100.0,50.0,546
1045,1704_24.mat,80.0,-50.0,498
1046,1705_31.mat,80.0,-10.0,502
1047,1708_28.mat,10.0,-70.0,363
1048,170_10.mat,-110.0,40.0,146
1049,170_17.mat,-110.0,-50.0,137
1050,170_2.mat,-110.0,50.0,147
1051,170_34.mat,150.0,50.0,641
1052,170_5.mat,80.0,-0.0,503
1053,1710_18.mat,-70.0,-20.0,216
1054,1710_19.mat,150.0,-40.0,632
1055,1710_30.mat,60.0,-10.0,464
1056,1710_38.mat,-130.0,-60.0,98
1057,1711_29.mat,30.0,-10.0,407
1058,1715_35.mat,-120.0,70.0,130
1059,1716_22.mat,40.0,50.0,432
1060,1716_26.mat,-160.0,60.0,53
1061,1716_33.mat,100.0,40.0,545
1062,1716_39.mat,110.0,30.0,563
1063,171_19.mat,140.0,0.0,617
1064,171_3.mat,150.0,10.0,637
1065,171_9.mat,30.0,50.0,413
1066,1720_20.mat,80.0,50.0,508
1067,1720_40.mat,70.0,-60.0,478
1068,1722_21.mat,110.0,-20.0,558
1069,1725_23.mat,-140.0,-20.0,83
1070,1725_25.mat,70.0,20.0,486
1071,1728_18.mat,-160.0,-70.0,40
1072,1728_24.mat,-40.0,-10.0,274
1073,1728_27.mat,90.0,20.0,524
1074,1728_32.mat,-100.0,60.0,167
1075,1728_36.mat,-160.0,50.0,52
1076,1729_19.mat,90.0,0.0,522
1077,172_2.mat,170.0,-30.0,671
1078,172_4.mat,-30.0,-10.0,293
1079,1734_34.mat,-160.0,-60.0,41
1080,1736_28.mat,-160.0,70.0,54
1081,1736_31.mat,-60.0,-60.0,231
1082,1738_22.mat,-10.0,40.0,336
1083,1739_37.mat,100.0,-50.0,536
1084,1740_20.mat,50.0,50.0,451
1085,1740_29.mat,70.0,-40.0,480
1086,1740_30.mat,80.0,-10.0,502
1087,1742_26.mat,110.0,-40.0,556
1088,1743_21.mat,80.0,0.0,503
1089,1746_18.mat,-0.0,30.0,354
1090,1748_19.mat,-170.0,-60.0,22
1091,1748_23.mat,-90.0,-20.0,178
1092,1748_38.mat,60.0,40.0,469
1093,1749_33.mat,80.0,50.0,508
1094,174_2.mat,100.0,-10.0,540
1095,174_29.mat,-40.0,50.0,280
1096,174_3.mat,160.0,60.0,661
1097,174_6.mat,30.0,-50.0,403
1098,1750_25.mat,50.0,-0.0,446
1099,1750_35.mat,0.0,60.0,357
1100,1752_24.mat,30.0,-50.0,403
1101,1755_27.mat,100.0,-10.0,540
1102,1755_39.mat,-110.0,40.0,146
1103,175_25.mat,60.0,-30.0,462
1104,175_35.mat,150.0,40.0,640
1105,175_5.mat,-50.0,-20.0,254
1106,175_7.mat,50.0,-40.0,442
1107,1760_20.mat,-40.0,-20.0,273
1108,1760_22.mat,100.0,50.0,546
1109,1760_32.mat,-180.0,-0.0,9
1110,1760_40.mat,120.0,-50.0,574
1111,1764_18.mat,-70.0,20.0,220
1112,1764_21.mat,130.0,60.0,604
1113,1764_28.mat,-50.0,60.0,262
1114,1764_36.mat,110.0,80.0,568
1115,1767_19.mat,90.0,-50.0,517
1116,1767_31.mat,-70.0,40.0,222
1117,1768_26.mat,-160.0,40.0,51
1118,1768_34.mat,20.0,70.0,396
1119,1769_29.mat,50.0,-0.0,446
1120,176_11.mat,70.0,-10.0,483
1121,176_16.mat,-60.0,-30.0,234
1122,176_2.mat,100.0,-50.0,536
1123,176_22.mat,-60.0,-20.0,235
1124,176_4.mat,90.0,-10.0,521
1125,176_8.mat,-180.0,80.0,17
1126,1770_30.mat,70.0,40.0,488
1127,1771_23.mat,-110.0,20.0,144
1128,1775_25.mat,-40.0,-60.0,269
1129,1776_24.mat,-90.0,-60.0,174
1130,1776_37.mat,90.0,-10.0,521
1131,177_3.mat,-170.0,-30.0,25
1132,1780_20.mat,140.0,-10.0,616
1133,1782_18.mat,100.0,-70.0,534
1134,1782_22.mat,10.0,30.0,373
1135,1782_27.mat,-110.0,-30.0,139
1136,1782_33.mat,-90.0,-50.0,175
1137,1785_21.mat,-160.0,30.0,50
1138,1785_35.mat,-120.0,50.0,128
1139,1786_19.mat,120.0,-40.0,575
1140,1786_38.mat,-10.0,-30.0,329
1141,178_2.mat,100.0,-40.0,537
1142,1792_28.mat,-130.0,-40.0,100
1143,1792_32.mat,-130.0,-10.0,103
1144,1794_23.mat,170.0,-0.0,674
1145,1794_26.mat,-110.0,10.0,143
1146,1794_39.mat,100.0,-50.0,536
1147,1798_29.mat,-100.0,20.0,163
1148,1798_31.mat,-60.0,40.0,241
1149,17_1.mat,110.0,50.0,565
1150,17_17.mat,90.0,-40.0,518
1151,1800_18.mat,-50.0,-40.0,252
1152,1800_20.mat,-130.0,-20.0,102
1153,1800_24.mat,-80.0,10.0,200
1154,1800_25.mat,90.0,-90.0,513
1155,1800_30.mat,-60.0,-30.0,234
1156,1800_36.mat,160.0,50.0,660
1157,1800_40.mat,-110.0,-20.0,140
1158,1802_34.mat,170.0,60.0,680
1159,1804_22.mat,100.0,20.0,543
1160,1805_19.mat,-110.0,-40.0,138
1161,1806_21.mat,100.0,40.0,545
1162,1809_27.mat,90.0,-70.0,515
1163,180_10.mat,80.0,40.0,507
1164,180_12.mat,160.0,30.0,658
1165,180_15.mat,-70.0,-20.0,216
1166,180_18.mat,-80.0,-50.0,194
1167,180_2.mat,-110.0,-40.0,138
1168,180_20.mat,-80.0,-40.0,195
1169,180_3.mat,-130.0,-50.0,99
1170,180_30.mat,90.0,-10.0,521
1171,180_36.mat,-40.0,-40.0,271
1172,180_4.mat,50.0,60.0,452
1173,180_5.mat,-40.0,0.0,275
1174,180_6.mat,-10.0,0.0,332
1175,180_9.mat,40.0,50.0,432
1176,1813_37.mat,-140.0,70.0,92
1177,1815_33.mat,-100.0,90.0,170
1178,1817_23.mat,-140.0,-20.0,83
1179,1820_20.mat,90.0,-70.0,515
1180,1820_26.mat,-140.0,40.0,89
1181,1820_28.mat,130.0,60.0,604
1182,1820_35.mat,-170.0,-30.0,25
1183,1824_19.mat,130.0,-20.0,596
1184,1824_24.mat,-60.0,50.0,242
1185,1824_32.mat,-130.0,-50.0,99
1186,1824_38.mat,70.0,-70.0,477
1187,1825_25.mat,60.0,-30.0,462
1188,1826_22.mat,-100.0,50.0,166
1189,1827_21.mat,160.0,70.0,662
1190,1827_29.mat,140.0,60.0,623
1191,1829_31.mat,0.0,-20.0,349
1192,182_13.mat,-90.0,20.0,182
1193,182_14.mat,-100.0,0.0,161
1194,182_2.mat,100.0,-60.0,535
1195,182_26.mat,140.0,60.0,623
1196,182_7.mat,70.0,70.0,491
1197,1830_30.mat,-90.0,0.0,180
1198,1833_39.mat,-20.0,-10.0,312
1199,1836_27.mat,100.0,-10.0,540
1200,1836_34.mat,-180.0,-20.0,7
1201,1836_36.mat,160.0,-50.0,650
1202,183_3.mat,170.0,-0.0,674
1203,1840_20.mat,50.0,-30.0,443
1204,1840_23.mat,-90.0,10.0,181
1205,1840_40.mat,-80.0,-50.0,194
1206,1843_19.mat,-80.0,0.0,199
1207,1846_26.mat,90.0,-30.0,519
1208,1848_21.mat,100.0,-60.0,535
1209,1848_22.mat,80.0,-30.0,500
1210,1848_24.mat,90.0,10.0,523
1211,1848_28.mat,-50.0,40.0,260
1212,1848_33.mat,90.0,30.0,525
1213,184_2.mat,130.0,-20.0,596
1214,184_23.mat,-60.0,-40.0,233
1215,184_4.mat,30.0,60.0,414
1216,184_8.mat,140.0,60.0,623
1217,1850_25.mat,-30.0,60.0,300
1218,1850_37.mat,100.0,40.0,545
1219,1855_35.mat,-160.0,-60.0,41
1220,1856_29.mat,50.0,-0.0,446
1221,1856_32.mat,160.0,-10.0,654
1222,185_37.mat,90.0,-50.0,517
1223,185_5.mat,-0.0,-30.0,348
1224,1860_20.mat,-90.0,-40.0,176
1225,1860_30.mat,-130.0,-0.0,104
1226,1860_31.mat,80.0,-70.0,496
1227,1862_19.mat,-120.0,-10.0,122
1228,1862_38.mat,-70.0,-30.0,215
1229,1863_23.mat,130.0,-10.0,597
1230,1863_27.mat,130.0,-30.0,595
1231,1869_21.mat,90.0,-10.0,521
1232,186_2.mat,-90.0,-60.0,174
1233,186_3.mat,140.0,-40.0,613
1234,186_31.mat,-90.0,-50.0,175
1235,186_6.mat,-50.0,40.0,260
1236,1870_22.mat,-0.0,-70.0,344
1237,1870_34.mat,50.0,50.0,451
1238,1872_24.mat,140.0,20.0,619
1239,1872_26.mat,-80.0,0.0,199
1240,1872_36.mat,10.0,-80.0,362
1241,1872_39.mat,-80.0,-20.0,197
1242,1875_25.mat,-0.0,10.0,352
1243,1876_28.mat,-80.0,50.0,204
1244,187_11.mat,-70.0,10.0,219
1245,187_17.mat,-100.0,-20.0,159
1246,1880_20.mat,-70.0,30.0,221
1247,1880_40.mat,10.0,-40.0,366
1248,1881_19.mat,80.0,-20.0,501
1249,1881_33.mat,60.0,10.0,466
1250,1885_29.mat,-110.0,60.0,148
1251,1886_23.mat,-80.0,-20.0,197
1252,1887_37.mat,100.0,40.0,545
1253,1888_32.mat,-90.0,-40.0,176
1254,188_2.mat,-90.0,-40.0,176
1255,188_4.mat,60.0,90.0,474
1256,1890_21.mat,100.0,-60.0,535
1257,1890_27.mat,-110.0,0.0,142
1258,1890_30.mat,70.0,30.0,487
1259,1890_35.mat,-170.0,-50.0,23
1260,1891_31.mat,70.0,-20.0,482
1261,1892_22.mat,-70.0,-0.0,218
1262,1896_24.mat,20.0,-20.0,387
1263,1898_26.mat,120.0,-30.0,576
1264,189_21.mat,80.0,-70.0,496
1265,189_27.mat,-80.0,-60.0,193
1266,189_3.mat,170.0,-20.0,672
1267,189_7.mat,90.0,-30.0,519
1268,189_9.mat,30.0,-20.0,406
1269,18_1.mat,80.0,60.0,509
1270,18_18.mat,-20.0,-70.0,306
1271,18_2.mat,-130.0,-60.0,98
1272,18_3.mat,-170.0,80.0,36
1273,18_6.mat,-90.0,10.0,181
1274,18_9.mat,90.0,-40.0,518
1275,1900_19.mat,-90.0,-40.0,176
1276,1900_20.mat,130.0,10.0,599
1277,1900_25.mat,80.0,50.0,508
1278,1900_38.mat,-30.0,-30.0,291
1279,1904_28.mat,100.0,80.0,549
1280,1904_34.mat,0.0,10.0,352
1281,1908_36.mat,-130.0,-70.0,97
1282,1909_23.mat,-120.0,10.0,124
1283,190_10.mat,-100.0,50.0,166
1284,190_19.mat,80.0,-10.0,502
1285,190_2.mat,-110.0,10.0,143
1286,190_38.mat,110.0,-80.0,552
1287,190_5.mat,-110.0,-20.0,140
1288,1911_21.mat,130.0,50.0,603
1289,1911_39.mat,150.0,60.0,642
1290,1914_22.mat,80.0,-50.0,498
1291,1914_29.mat,40.0,-50.0,422
1292,1914_33.mat,100.0,-40.0,537
1293,1917_27.mat,100.0,-40.0,537
1294,1920_20.mat,-130.0,-30.0,101
1295,1920_24.mat,80.0,0.0,503
1296,1920_30.mat,90.0,60.0,528
1297,1920_32.mat,-70.0,0.0,218
1298,1920_40.mat,110.0,0.0,560
1299,1922_31.mat,40.0,-70.0,420
1300,1924_26.mat,-120.0,-30.0,120
1301,1924_37.mat,100.0,-60.0,535
1302,1925_25.mat,80.0,-20.0,501
1303,1925_35.mat,130.0,70.0,605
1304,192_12.mat,-140.0,-60.0,79
1305,192_16.mat,-100.0,60.0,167
1306,192_2.mat,-90.0,20.0,182
1307,192_24.mat,-0.0,50.0,356
1308,192_3.mat,60.0,40.0,469
1309,192_32.mat,-160.0,-30.0,44
1310,192_4.mat,-30.0,-0.0,294
1311,192_6.mat,-140.0,-20.0,83
1312,192_8.mat,50.0,50.0,451
1313,1932_21.mat,-70.0,60.0,224
1314,1932_23.mat,-100.0,0.0,161
1315,1932_28.mat,-60.0,50.0,242
1316,1936_22.mat,-90.0,-20.0,178
1317,1938_34.mat,-170.0,-40.0,24
1318,1938_38.mat,60.0,30.0,468
1319,1940_20.mat,10.0,-20.0,368
1320,1943_29.mat,-110.0,30.0,145
1321,1944_24.mat,-100.0,-40.0,157
1322,1944_27.mat,-170.0,-20.0,26
1323,1944_36.mat,100.0,-50.0,536
1324,1947_33.mat,90.0,-10.0,521
1325,194_2.mat,120.0,-40.0,575
1326,1950_25.mat,40.0,-10.0,426
1327,1950_26.mat,130.0,-50.0,593
1328,1950_30.mat,-30.0,50.0,299
1329,1950_39.mat,-90.0,10.0,181
